x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.6,1910-12-06 00:00:00,ON,1910,12,6,-12,,-15.6,,-8.3,,0,,0,,0,,,,,,,,0,,30,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.7,1910-12-07 00:00:00,ON,1910,12,7,-9.8,,-16.7,,-2.8,,2.5,,0,,2.5,,,,,,,,0,,27.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.8,1910-12-08 00:00:00,ON,1910,12,8,-6.4,,-10,,-2.8,,1.3,,0,,1.3,,,,,,,,0,,24.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.9,1910-12-09 00:00:00,ON,1910,12,9,-15.3,,-18.9,,-11.7,,0,,0,,0,,,,,,,,0,,33.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.10,1910-12-10 00:00:00,ON,1910,12,10,-11.7,,-18.3,,-5,,5.6,,0,,5.6,,,,,,,,0,,29.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.11,1910-12-11 00:00:00,ON,1910,12,11,-11.7,,-14.4,,-8.9,,0,,0,,0,,,,,,,,0,,29.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.12,1910-12-12 00:00:00,ON,1910,12,12,-10,,-13.9,,-6.1,,0.3,,0,,0.3,,,,,,,,0,,28,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.13,1910-12-13 00:00:00,ON,1910,12,13,-10.6,,-17.8,,-3.3,,0,T,0,,0,T,,,,,,,0,,28.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.14,1910-12-14 00:00:00,ON,1910,12,14,-1.4,,-3.9,,1.1,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.15,1910-12-15 00:00:00,ON,1910,12,15,-8.6,,-17.8,,0.6,,4.1,,0,,4.1,,,,,,,,0,,26.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.16,1910-12-16 00:00:00,ON,1910,12,16,-17,,-22.2,,-11.7,,0,,0,,0,,,,,,,,0,,35,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.17,1910-12-17 00:00:00,ON,1910,12,17,-7.5,,-12.8,,-2.2,,0.3,,0,,0.3,,,,,,,,0,,25.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.18,1910-12-18 00:00:00,ON,1910,12,18,-2,,-6.7,,2.8,,0.3,,0,,0.3,,,,,,,,0,,20,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.19,1910-12-19 00:00:00,ON,1910,12,19,0,,-2.8,,2.8,,0,,0,,0,,,,,,,,0,,18,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.20,1910-12-20 00:00:00,ON,1910,12,20,-6.4,,-10.6,,-2.2,,1.3,,0,,1.3,,,,,,,,0,,24.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.21,1910-12-21 00:00:00,ON,1910,12,21,-13.3,,-18.3,,-8.3,,0,,0,,0,,,,,,,,0,,31.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.22,1910-12-22 00:00:00,ON,1910,12,22,-9.7,,-18.3,,-1.1,,0,,0,,0,,,,,,,,0,,27.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.23,1910-12-23 00:00:00,ON,1910,12,23,0.6,,-2.2,,3.3,,0,,0,,0,,,,,,,,0,,17.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.24,1910-12-24 00:00:00,ON,1910,12,24,-2.8,,-6.1,,0.6,,6.1,,6.1,,0,,,,,,,,0,,20.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.25,1910-12-25 00:00:00,ON,1910,12,25,-10.6,,-16.7,,-4.4,,0,,0,,0,,,,,,,,0,,28.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.26,1910-12-26 00:00:00,ON,1910,12,26,-5.3,,-11.7,,1.1,,7.6,,0,,7.6,,,,,,,,0,,23.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.27,1910-12-27 00:00:00,ON,1910,12,27,-0.9,,-3.9,,2.2,,0,,0,,0,,,,,,,,0,,18.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.28,1910-12-28 00:00:00,ON,1910,12,28,-1.1,,-3.3,,1.1,,9.1,,0,,9.1,,,,,,,,0,,19.1,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.29,1910-12-29 00:00:00,ON,1910,12,29,-1.7,,-3.3,,0,,3.8,,0,,3.8,,,,,,,,0,,19.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.30,1910-12-30 00:00:00,ON,1910,12,30,-11.2,,-21.7,,-0.6,,1.3,,0,,1.3,,,,,,,,0,,29.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1910.12.31,1910-12-31 00:00:00,ON,1910,12,31,-13.1,,-26.1,,0,,0,T,0,,0,T,,,,,,,0,,31.1,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.1,1911-01-01 00:00:00,ON,1911,1,1,0.8,,-1.7,,3.3,,0,,0,,0,,,,,,,,0,,17.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.2,1911-01-02 00:00:00,ON,1911,1,2,0.3,,-5,,5.6,,26.7,,26.7,,0,,,,,,,,0,,17.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.3,1911-01-03 00:00:00,ON,1911,1,3,-11.7,,-21.7,,-1.7,,2.8,,0,,2.8,,,,,,,,0,,29.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.4,1911-01-04 00:00:00,ON,1911,1,4,-8.7,,-10.6,,-6.7,,0.5,,0,,0.5,,,,,,,,0,,26.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.5,1911-01-05 00:00:00,ON,1911,1,5,-12.5,,-15,,-10,,0,,0,,0,,,,,,,,0,,30.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.6,1911-01-06 00:00:00,ON,1911,1,6,-9.5,,-13.9,,-5,,6.6,,0,,6.6,,,,,,,,0,,27.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.7,1911-01-07 00:00:00,ON,1911,1,7,-3.9,,-8.9,,1.1,,0,,0,,0,,,,,,,,0,,21.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.8,1911-01-08 00:00:00,ON,1911,1,8,-3.9,,-11.7,,3.9,,2.5,,2.5,,0,,,,,,,,0,,21.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.9,1911-01-09 00:00:00,ON,1911,1,9,-5.6,,-11.7,,0.6,,0,,0,,0,,,,,,,,0,,23.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.10,1911-01-10 00:00:00,ON,1911,1,10,-5,,-12.8,,2.8,,0,,0,,0,,,,,,,,0,,23,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.11,1911-01-11 00:00:00,ON,1911,1,11,2.8,,0,,5.6,,9.1,,9.1,,0,,,,,,,,0,,15.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.12,1911-01-12 00:00:00,ON,1911,1,12,-3.3,,-7.2,,0.6,,0,,0,,0,,,,,,,,0,,21.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.13,1911-01-13 00:00:00,ON,1911,1,13,-3.6,,-7.2,,0,,0,T,0,T,0,,,,,,,,0,,21.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.14,1911-01-14 00:00:00,ON,1911,1,14,-2.8,,-6.1,,0.6,,0,,0,,0,,,,,,,,0,,20.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.15,1911-01-15 00:00:00,ON,1911,1,15,-3.6,,-8.3,,1.1,,0,,0,,0,,,,,,,,0,,21.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.16,1911-01-16 00:00:00,ON,1911,1,16,-15.6,,-20.6,,-10.6,,0,,0,,0,,,,,,,,0,,33.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.17,1911-01-17 00:00:00,ON,1911,1,17,-10.9,,-16.1,,-5.6,,0,,0,,0,,,,,,,,0,,28.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.18,1911-01-18 00:00:00,ON,1911,1,18,-7.2,,-15,,0.6,,0,,0,,0,,,,,,,,0,,25.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.19,1911-01-19 00:00:00,ON,1911,1,19,-3.9,,-6.7,,-1.1,,0,,0,,0,,,,,,,,0,,21.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.20,1911-01-20 00:00:00,ON,1911,1,20,-1.7,,-6.7,,3.3,,0,T,0,T,0,,,,,,,,0,,19.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.21,1911-01-21 00:00:00,ON,1911,1,21,-2,,-7.8,,3.9,,0,,0,,0,,,,,,,,0,,20,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.22,1911-01-22 00:00:00,ON,1911,1,22,-7.5,,-10.6,,-4.4,,0,,0,,0,,,,,,,,0,,25.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.23,1911-01-23 00:00:00,ON,1911,1,23,-7.5,,-12.8,,-2.2,,0.5,,0,,0.5,,,,,,,,0,,25.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.24,1911-01-24 00:00:00,ON,1911,1,24,-1.2,,-5.6,,3.3,,0,,0,,0,,,,,,,,0,,19.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.25,1911-01-25 00:00:00,ON,1911,1,25,0.3,,-1.7,,2.2,,2.3,,2.3,,0,,,,,,,,0,,17.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.26,1911-01-26 00:00:00,ON,1911,1,26,0,,-1.7,,1.7,,0.3,,0,,0.3,,,,,,,,0,,18,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.27,1911-01-27 00:00:00,ON,1911,1,27,1.4,,0,,2.8,,11.7,,11.7,,0,,,,,,,,0,,16.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.28,1911-01-28 00:00:00,ON,1911,1,28,-0.6,,-4.4,,3.3,,0,,0,,0,,,,,,,,0,,18.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.29,1911-01-29 00:00:00,ON,1911,1,29,-0.9,,-5,,3.3,,0.3,,0.3,,0,,,,,,,,0,,18.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.30,1911-01-30 00:00:00,ON,1911,1,30,-11.4,,-15.6,,-7.2,,0,,0,,0,,,,,,,,0,,29.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.1.31,1911-01-31 00:00:00,ON,1911,1,31,,M,,M,,M,9.1,,0,,9.1,,,,,,,,,M,,M,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.1,1911-02-01 00:00:00,ON,1911,2,1,-8.1,,-10.6,,-5.6,,0,,0,,0,,,,,,,,0,,26.1,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.2,1911-02-02 00:00:00,ON,1911,2,2,-8.4,,-15.6,,-1.1,,2.8,,2.8,,0,,,,,,,,0,,26.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.3,1911-02-03 00:00:00,ON,1911,2,3,-8.6,,-16.1,,-1.1,,0,,0,,0,,,,,,,,0,,26.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.4,1911-02-04 00:00:00,ON,1911,2,4,-0.9,,-2.8,,1.1,,4.3,,0,,4.3,,,,,,,,0,,18.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.5,1911-02-05 00:00:00,ON,1911,2,5,-10,,-17.8,,-2.2,,0,,0,,0,,,,,,,,0,,28,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.6,1911-02-06 00:00:00,ON,1911,2,6,-13.1,,-17.8,,-8.3,,20.3,,0,,20.3,,,,,,,,0,,31.1,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.7,1911-02-07 00:00:00,ON,1911,2,7,-8.9,,-12.8,,-5,,0,,0,,0,,,,,,,,0,,26.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.8,1911-02-08 00:00:00,ON,1911,2,8,-3.4,,-6.7,,0,,0,,0,,0,,,,,,,,0,,21.4,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.9,1911-02-09 00:00:00,ON,1911,2,9,-3.6,,-7.2,,0,,0,,0,,0,,,,,,,,0,,21.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.10,1911-02-10 00:00:00,ON,1911,2,10,-3.3,,-7.2,,0.6,,0,,0,,0,,,,,,,,0,,21.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.11,1911-02-11 00:00:00,ON,1911,2,11,-3.6,,-7.2,,0,,0,,0,,0,,,,,,,,0,,21.6,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.12,1911-02-12 00:00:00,ON,1911,2,12,1.1,,-0.6,,2.8,,0,,0,,0,,,,,,,,0,,16.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.13,1911-02-13 00:00:00,ON,1911,2,13,-2.5,,-6.1,,1.1,,2.3,,2.3,,0,,,,,,,,0,,20.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.14,1911-02-14 00:00:00,ON,1911,2,14,-7,,-8.9,,-5,,6.4,,0,,6.4,,,,,,,,0,,25,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.15,1911-02-15 00:00:00,ON,1911,2,15,-7.2,,-9.4,,-5,,0,,0,,0,,,,,,,,0,,25.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.16,1911-02-16 00:00:00,ON,1911,2,16,-5.8,,-9.4,,-2.2,,0,,0,,0,,,,,,,,0,,23.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.17,1911-02-17 00:00:00,ON,1911,2,17,1.7,,-3.3,,6.7,,0.5,,0.5,,0,,,,,,,,0,,16.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.18,1911-02-18 00:00:00,ON,1911,2,18,0,,-3.3,,3.3,,0.5,,0.5,,0,,,,,,,,0,,18,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.19,1911-02-19 00:00:00,ON,1911,2,19,-5.9,,-10.6,,-1.1,,0,,0,,0,,,,,,,,0,,23.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.20,1911-02-20 00:00:00,ON,1911,2,20,-7.8,,-10.6,,-5,,0,,0,,0,,,,,,,,0,,25.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.21,1911-02-21 00:00:00,ON,1911,2,21,-10.9,,-15.6,,-6.1,,0,,0,,0,,,,,,,,0,,28.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.22,1911-02-22 00:00:00,ON,1911,2,22,-5,,-9.4,,-0.6,,0.5,,0,,0.5,,,,,,,,0,,23,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.23,1911-02-23 00:00:00,ON,1911,2,23,-5.9,,-11.7,,0,,0,,0,,0,,,,,,,,0,,23.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.24,1911-02-24 00:00:00,ON,1911,2,24,-0.3,,-3.9,,3.3,,0,,0,,0,,,,,,,,0,,18.3,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.25,1911-02-25 00:00:00,ON,1911,2,25,3.1,,-1.1,,7.2,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.26,1911-02-26 00:00:00,ON,1911,2,26,2.5,,0,,5,,0.5,,0.5,,0,,,,,,,,0,,15.5,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.27,1911-02-27 00:00:00,ON,1911,2,27,-2.8,,-7.2,,1.7,,0.3,,0.3,,0,T,,,,,,,0,,20.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.2.28,1911-02-28 00:00:00,ON,1911,2,28,-7,,-11.1,,-2.8,,0,T,0,,0,T,,,,,,,0,,25,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.1,1911-03-01 00:00:00,ON,1911,3,1,-2.8,,-7.8,,2.2,,0,,0,,0,,,,,,,,0,,20.8,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.2,1911-03-02 00:00:00,ON,1911,3,2,-2.2,,-5,,0.6,,0,,0,,0,,,,,,,,0,,20.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.3,1911-03-03 00:00:00,ON,1911,3,3,-4.2,,-8.9,,0.6,,0,,0,,0,,,,,,,,0,,22.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.4,1911-03-04 00:00:00,ON,1911,3,4,-7,,-11.7,,-2.2,,1.8,,0,,1.8,,,,,,,,0,,25,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.5,1911-03-05 00:00:00,ON,1911,3,5,-9.2,,-15.6,,-2.8,,0,,0,,0,,,,,,,,0,,27.2,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.6,1911-03-06 00:00:00,ON,1911,3,6,-6.7,,-11.1,,-2.2,,7.1,,0,,7.1,,,,,,,,0,,24.7,,,,,
-79.21666666666667,43.71666666666667,SCARBOROUGH JUNCTION,6157625,6157625.1911.3.7,1911-03-07 00:00:00,ON,1911,3,7,-5.6,,-9.4,,-1.7,,0,,0,,0,,,,,,,,0,,23.6,,,,,
