Ensembl Gene Record	Common Gene Name	Read Count	Log Count	Dist
ENSG00000000460.16	C1orf112	241	5.484796933490655	18
ENSG00000000938.12	FGR	46	3.828641396489095	13
ENSG00000000971.15	CFH	72	4.276666119016055	14
ENSG00000001460.17	STPG1	194	5.267858159063328	18
ENSG00000001626.15	CFTR	19	2.9444389791664403	10
ENSG00000001630.16	CYP51A1	87	4.465908118654584	15
ENSG00000001631.15	KRIT1	247	5.5093883366279774	18
ENSG00000002016.17	RAD52	172	5.147494476813453	17
ENSG00000002587.9	HS3ST1	43	3.7612001156935624	12
ENSG00000002746.14	HECW1	19	2.9444389791664403	10
ENSG00000003096.14	KLHL13	14	2.6390573296152584	9
ENSG00000003400.14	CASP10	144	4.969813299576001	17
ENSG00000003436.15	TFPI	4	1.3862943611198906	4
ENSG00000003987.13	MTMR7	201	5.303304908059076	18
ENSG00000004468.12	CD38	25	3.2188758248682006	11
ENSG00000004660.14	CAMKK1	231	5.442417710521793	18
ENSG00000004776.12	HSPB6	19	2.9444389791664403	10
ENSG00000004777.18	ARHGAP33	202	5.308267697401205	18
ENSG00000004838.13	ZMYND10	62	4.127134385045092	14
ENSG00000004866.20	ST7	197	5.2832037287379885	18
ENSG00000004948.14	CALCR	9	2.1972245773362196	7
ENSG00000004961.14	HCCS	145	4.976733742420574	17
ENSG00000005020.12	SKAP2	111	4.709530201312334	16
ENSG00000005059.15	MCUB	122	4.804021044733257	16
ENSG00000005108.15	THSD7A	42	3.7376696182833684	12
ENSG00000005189.19	REXO5	84	4.430816798843313	15
ENSG00000005243.9	COPZ2	8	2.0794415416798357	7
ENSG00000005249.12	PRKAR2B	113	4.727387818712341	16
ENSG00000005381.7	MPO	8	2.0794415416798357	7
ENSG00000005448.16	WDR54	254	5.537334267018537	18
ENSG00000005469.11	CROT	146	4.983606621708336	17
ENSG00000005471.17	ABCB4	5	1.6094379124341003	5
ENSG00000005844.17	ITGAL	47	3.8501476017100584	13
ENSG00000005961.18	ITGA2B	51	3.9318256327243257	13
ENSG00000006016.10	CRLF1	63	4.143134726391533	14
ENSG00000006047.12	YBX2	190	5.247024072160486	17
ENSG00000006062.15	MAP3K14	206	5.327876168789581	18
ENSG00000006283.17	CACNA1G	13	2.5649493574615367	8
ENSG00000006468.13	ETV1	23	3.1354942159291497	10
ENSG00000006555.10	TTC22	252	5.529429087511423	18
ENSG00000006611.15	USH1C	13	2.5649493574615367	8
ENSG00000006634.7	DBF4	206	5.327876168789581	18
ENSG00000006638.11	TBXA2R	14	2.6390573296152584	9
ENSG00000006740.16	ARHGAP44	234	5.455321115357702	18
ENSG00000006747.14	SCIN	14	2.6390573296152584	9
ENSG00000006757.11	PNPLA4	4	1.3862943611198906	4
ENSG00000006837.11	CDKL3	9	2.1972245773362196	7
ENSG00000007038.10	PRSS21	72	4.276666119016055	14
ENSG00000007062.11	PROM1	97	4.574710978503383	15
ENSG00000007171.17	NOS2	16	2.772588722239781	9
ENSG00000007174.17	DNAH9	13	2.5649493574615367	8
ENSG00000007237.18	GAS7	192	5.2574953720277815	18
ENSG00000007255.10	TRAPPC6A	169	5.1298987149230735	17
ENSG00000007264.14	MATK	4	1.3862943611198906	4
ENSG00000007312.12	CD79B	5	1.6094379124341003	5
ENSG00000007314.12	SCN4A	16	2.772588722239781	9
ENSG00000007341.18	ST7L	168	5.123963979403259	17
ENSG00000007372.22	PAX6	4	1.3862943611198906	4
ENSG00000007402.11	CACNA2D2	133	4.890349128221754	16
ENSG00000007968.6	E2F2	83	4.418840607796598	15
ENSG00000008056.13	SYN1	12	2.4849066497880004	8
ENSG00000008086.11	CDKL5	190	5.247024072160486	17
ENSG00000008118.9	CAMK1G	8	2.0794415416798357	7
ENSG00000008226.19	DLEC1	68	4.219507705176107	14
ENSG00000008277.14	ADAM22	70	4.248495242049359	14
ENSG00000008311.14	AASS	157	5.056245805348308	17
ENSG00000008324.11	SS18L2	113	4.727387818712341	16
ENSG00000008382.15	MPND	153	5.030437921392435	17
ENSG00000008394.12	MGST1	181	5.198497031265826	17
ENSG00000008516.16	MMP25	16	2.772588722239781	9
ENSG00000008735.13	MAPK8IP2	71	4.2626798770413155	14
ENSG00000009694.13	TENM1	13	2.5649493574615367	8
ENSG00000009724.16	MASP2	20	2.995732273553991	10
ENSG00000009780.15	FAM76A	189	5.241747015059643	17
ENSG00000009790.14	TRAF3IP3	7	1.9459101490553132	6
ENSG00000010030.13	ETV7	15	2.70805020110221	9
ENSG00000010219.13	DYRK4	58	4.060443010546419	13
ENSG00000010295.19	IFFO1	25	3.2188758248682006	11
ENSG00000010310.8	GIPR	46	3.828641396489095	13
ENSG00000010318.20	PHF7	20	2.995732273553991	10
ENSG00000010319.6	SEMA3G	32	3.4657359027997265	11
ENSG00000010379.15	SLC6A13	15	2.70805020110221	9
ENSG00000010539.11	ZNF200	132	4.882801922586371	16
ENSG00000010610.9	CD4	221	5.3981627015177525	18
ENSG00000010626.14	LRRC23	196	5.278114659230517	18
ENSG00000010671.15	BTK	37	3.6109179126442243	12
ENSG00000010704.18	HFE	39	3.6635616461296463	12
ENSG00000010803.16	SCMH1	220	5.393627546352362	18
ENSG00000011028.13	MRC2	226	5.420534999272286	18
ENSG00000011052.21	NME1-NME2	11	2.3978952727983707	8
ENSG00000011132.11	APBA3	145	4.976733742420574	17
ENSG00000011198.9	ABHD5	179	5.187385805840755	17
ENSG00000011201.11	ANOS1	195	5.272999558563747	18
ENSG00000011332.19	DPF1	33	3.4965075614664802	11
ENSG00000011376.10	LARS2	200	5.298317366548036	18
ENSG00000011465.16	DCN	95	4.553876891600541	15
ENSG00000011478.11	QPCTL	152	5.0238805208462765	17
ENSG00000011600.11	TYROBP	236	5.4638318050256105	18
ENSG00000012048.21	BRCA1	190	5.247024072160486	17
ENSG00000012174.11	MBTPS2	212	5.356586274672012	18
ENSG00000012211.12	PRICKLE3	188	5.236441962829949	17
ENSG00000012223.12	LTF	5	1.6094379124341003	5
ENSG00000013297.11	CLDN11	42	3.7376696182833684	12
ENSG00000013392.7	RWDD2A	152	5.0238805208462765	17
ENSG00000013503.9	POLR3B	242	5.488937726156687	18
ENSG00000013619.13	MAMLD1	116	4.7535901911063645	16
ENSG00000013725.14	CD6	32	3.4657359027997265	11
ENSG00000014138.8	POLA2	65	4.174387269895637	14
ENSG00000014257.15	ACPP	51	3.9318256327243257	13
ENSG00000015153.14	YAF2	221	5.3981627015177525	18
ENSG00000015285.10	WAS	40	3.6888794541139363	12
ENSG00000015520.14	NPC1L1	4	1.3862943611198906	4
ENSG00000015568.12	RGPD5	5	1.6094379124341003	5
ENSG00000015592.16	STMN4	36	3.58351893845611	12
ENSG00000016391.10	CHDH	119	4.77912349311153	16
ENSG00000016402.13	IL20RA	9	2.1972245773362196	7
ENSG00000017483.14	SLC38A5	5	1.6094379124341003	5
ENSG00000018236.14	CNTN1	25	3.2188758248682006	11
ENSG00000018280.16	SLC11A1	231	5.442417710521793	18
ENSG00000018610.14	CXorf56	137	4.919980925828125	16
ENSG00000018625.14	ATP1A2	15	2.70805020110221	9
ENSG00000018869.16	ZNF582	32	3.4657359027997265	11
ENSG00000019186.9	CYP24A1	45	3.8066624897703196	13
ENSG00000019549.11	SNAI2	9	2.1972245773362196	7
ENSG00000019991.16	HGF	6	1.791759469228055	6
ENSG00000020181.17	ADGRA2	41	3.713572066704308	12
ENSG00000020633.18	RUNX3	36	3.58351893845611	12
ENSG00000021488.12	SLC7A9	4	1.3862943611198906	4
ENSG00000021645.18	NRXN3	82	4.406719247264253	15
ENSG00000021826.15	CPS1	204	5.318119993844216	18
ENSG00000022267.16	FHL1	62	4.127134385045092	14
ENSG00000022976.15	ZNF839	143	4.962844630259907	17
ENSG00000023171.17	GRAMD1B	54	3.9889840465642745	13
ENSG00000023445.13	BIRC3	124	4.820281565605037	16
ENSG00000023572.9	GLRX2	205	5.3230099791384085	18
ENSG00000023608.4	SNAPC1	178	5.181783550292085	17
ENSG00000023839.11	ABCC2	14	2.6390573296152584	9
ENSG00000023892.10	DEF6	194	5.267858159063328	18
ENSG00000023909.9	GCLM	197	5.2832037287379885	18
ENSG00000024422.11	EHD2	60	4.0943445622221	14
ENSG00000024526.16	DEPDC1	151	5.017279836814924	17
ENSG00000024862.17	CCDC28A	132	4.882801922586371	16
ENSG00000025423.11	HSD17B6	6	1.791759469228055	6
ENSG00000025434.18	NR1H3	177	5.176149732573829	17
ENSG00000026036.22	RTEL1-TNFRSF6B	182	5.204006687076795	17
ENSG00000026103.21	FAS	189	5.241747015059643	17
ENSG00000026559.13	KCNG1	168	5.123963979403259	17
ENSG00000026751.16	SLAMF7	9	2.1972245773362196	7
ENSG00000027075.14	PRKCH	174	5.159055299214529	17
ENSG00000027847.13	B4GALT7	235	5.459585514144159	18
ENSG00000027869.11	SH2D2A	36	3.58351893845611	12
ENSG00000028137.18	TNFRSF1B	217	5.37989735354046	18
ENSG00000028277.21	POU2F2	72	4.276666119016055	14
ENSG00000029534.20	ANK1	119	4.77912349311153	16
ENSG00000029559.6	IBSP	17	2.833213344056216	9
ENSG00000029639.10	TFB1M	149	5.003946305945459	17
ENSG00000031081.10	ARHGAP31	19	2.9444389791664403	10
ENSG00000031691.6	CENPQ	151	5.017279836814924	17
ENSG00000033122.18	LRRC7	12	2.4849066497880004	8
ENSG00000034053.14	APBA2	114	4.736198448394496	16
ENSG00000034239.10	EFCAB1	56	4.02535169073515	13
ENSG00000034533.11	ASTE1	98	4.584967478670572	15
ENSG00000034693.14	PEX3	225	5.41610040220442	18
ENSG00000035499.12	DEPDC1B	83	4.418840607796598	15
ENSG00000035664.11	DAPK2	54	3.9889840465642745	13
ENSG00000036448.9	MYOM2	4	1.3862943611198906	4
ENSG00000036530.8	CYP46A1	12	2.4849066497880004	8
ENSG00000036672.15	USP2	122	4.804021044733257	16
ENSG00000037042.8	TUBG2	227	5.424950017481403	18
ENSG00000037241.7	RPL26L1	200	5.298317366548036	18
ENSG00000037757.13	MRI1	238	5.472270673671475	18
ENSG00000037897.16	METTL1	226	5.420534999272286	18
ENSG00000038002.8	AGA	121	4.795790545596741	16
ENSG00000038210.12	PI4K2B	134	4.897839799950911	16
ENSG00000038295.7	TLL1	10	2.302585092994046	7
ENSG00000038945.14	MSR1	213	5.3612921657094255	18
ENSG00000039139.9	DNAH5	126	4.836281906951478	16
ENSG00000040275.16	SPDL1	234	5.455321115357702	18
ENSG00000040487.12	PQLC2	232	5.44673737166631	18
ENSG00000040608.13	RTN4R	114	4.736198448394496	16
ENSG00000041353.9	RAB27B	79	4.3694478524670215	14
ENSG00000041515.15	MYO16	10	2.302585092994046	7
ENSG00000041880.14	PARP3	182	5.204006687076795	17
ENSG00000041988.15	THAP3	134	4.897839799950911	16
ENSG00000042062.11	RIPOR3	46	3.828641396489095	13
ENSG00000042317.16	SPATA7	70	4.248495242049359	14
ENSG00000042429.11	MED17	225	5.41610040220442	18
ENSG00000042781.12	USH2A	16	2.772588722239781	9
ENSG00000042832.11	TG	205	5.3230099791384085	18
ENSG00000043462.11	LCP2	74	4.30406509320417	14
ENSG00000043514.16	TRIT1	206	5.327876168789581	18
ENSG00000043591.5	ADRB1	12	2.4849066497880004	8
ENSG00000044459.14	CNTLN	130	4.867534450455582	16
ENSG00000046647.13	GEMIN8	90	4.499809670330265	15
ENSG00000046653.14	GPM6B	102	4.624972813284271	15
ENSG00000046889.18	PREX2	133	4.890349128221754	16
ENSG00000047597.6	XK	52	3.9512437185814275	13
ENSG00000047617.14	ANO2	26	3.258096538021482	11
ENSG00000047634.14	SCML1	138	4.927253685157205	16
ENSG00000047662.4	FAM184B	28	3.332204510175204	11
ENSG00000047936.10	ROS1	4	1.3862943611198906	4
ENSG00000048342.15	CC2D2A	250	5.521460917862246	18
ENSG00000049130.15	KITLG	23	3.1354942159291497	10
ENSG00000049167.14	ERCC8	100	4.605170185988092	15
ENSG00000049192.14	ADAMTS6	27	3.295836866004329	11
ENSG00000049249.8	TNFRSF9	17	2.833213344056216	9
ENSG00000049540.16	ELN	73	4.290459441148391	14
ENSG00000049768.14	FOXP3	7	1.9459101490553132	6
ENSG00000049769.12	PPP1R3F	61	4.110873864173311	14
ENSG00000049883.14	PTCD2	196	5.278114659230517	18
ENSG00000050030.14	NEXMIF	5	1.6094379124341003	5
ENSG00000050344.8	NFE2L3	203	5.313205979041787	18
ENSG00000050555.17	LAMC3	18	2.8903717578961645	9
ENSG00000050628.20	PTGER3	11	2.3978952727983707	8
ENSG00000050767.16	COL23A1	206	5.327876168789581	18
ENSG00000051180.16	RAD51	14	2.6390573296152584	9
ENSG00000051341.13	POLQ	189	5.241747015059643	17
ENSG00000052795.12	FNIP2	154	5.0369526024136295	17
ENSG00000053108.16	FSTL4	10	2.302585092994046	7
ENSG00000053328.8	METTL24	18	2.8903717578961645	9
ENSG00000053501.12	USE1	130	4.867534450455582	16
ENSG00000053524.12	MCF2L2	36	3.58351893845611	12
ENSG00000053702.14	NRIP2	20	2.995732273553991	10
ENSG00000053918.16	KCNQ1	142	4.955827057601261	16
ENSG00000054179.11	ENTPD2	48	3.871201010907891	13
ENSG00000054219.10	LY75	90	4.499809670330265	15
ENSG00000054392.12	HHAT	195	5.272999558563747	18
ENSG00000054598.7	FOXC1	147	4.990432586778736	17
ENSG00000055118.14	KCNH2	226	5.420534999272286	18
ENSG00000055147.18	FAM114A2	164	5.099866427824199	17
ENSG00000055732.12	MCOLN3	43	3.7612001156935624	12
ENSG00000055955.15	ITIH4	4	1.3862943611198906	4
ENSG00000056050.6	HPF1	84	4.430816798843313	15
ENSG00000056277.15	ZNF280C	70	4.248495242049359	14
ENSG00000056558.10	TRAF1	186	5.225746673713202	17
ENSG00000056736.9	IL17RB	80	4.382026634673881	15
ENSG00000056998.19	GYG2	5	1.6094379124341003	5
ENSG00000057593.13	F7	7	1.9459101490553132	6
ENSG00000057657.16	PRDM1	17	2.833213344056216	9
ENSG00000058091.16	CDK14	240	5.480638923341991	18
ENSG00000058335.15	RASGRF1	10	2.302585092994046	7
ENSG00000058404.19	CAMK2B	61	4.110873864173311	14
ENSG00000058673.16	ZC3H11A	90	4.499809670330265	15
ENSG00000058866.14	DGKG	52	3.9512437185814275	13
ENSG00000059377.16	TBXAS1	58	4.060443010546419	13
ENSG00000059691.11	GATB	108	4.68213122712422	16
ENSG00000059769.19	DNAJC25	213	5.3612921657094255	18
ENSG00000059915.16	PSD	171	5.14166355650266	17
ENSG00000060140.8	STYK1	91	4.51085950651685	15
ENSG00000060558.3	GNA15	114	4.736198448394496	16
ENSG00000060642.10	PIGV	188	5.236441962829949	17
ENSG00000060709.15	RIMBP2	28	3.332204510175204	11
ENSG00000060718.21	COL11A1	133	4.890349128221754	16
ENSG00000060762.18	MPC1	166	5.111987788356544	17
ENSG00000061337.15	LZTS1	100	4.605170185988092	15
ENSG00000061455.10	PRDM6	12	2.4849066497880004	8
ENSG00000061656.9	SPAG4	153	5.030437921392435	17
ENSG00000061918.12	GUCY1B1	202	5.308267697401205	18
ENSG00000062282.14	DGAT2	47	3.8501476017100584	13
ENSG00000062370.16	ZNF112	130	4.867534450455582	16
ENSG00000062524.15	LTK	9	2.1972245773362196	7
ENSG00000062582.13	MRPS24	100	4.605170185988092	15
ENSG00000063127.15	SLC6A16	32	3.4657359027997265	11
ENSG00000063180.8	CA11	66	4.189654742026425	14
ENSG00000063438.16	AHRR	65	4.174387269895637	14
ENSG00000063761.15	ADCK1	89	4.48863636973214	15
ENSG00000064195.7	DLX3	180	5.19295685089021	17
ENSG00000064199.6	SPA17	111	4.709530201312334	16
ENSG00000064201.15	TSPAN32	18	2.8903717578961645	9
ENSG00000064225.12	ST3GAL6	62	4.127134385045092	14
ENSG00000064270.12	ATP2C2	237	5.4680601411351315	18
ENSG00000064300.8	NGFR	12	2.4849066497880004	8
ENSG00000064489.22	BORCS8-MEF2B	11	2.3978952727983707	8
ENSG00000064652.10	SNX24	228	5.429345628954441	18
ENSG00000064655.18	EYA2	11	2.3978952727983707	8
ENSG00000064687.12	ABCA7	102	4.624972813284271	15
ENSG00000064692.18	SNCAIP	17	2.833213344056216	9
ENSG00000064763.10	FAR2	55	4.007333185232471	13
ENSG00000064787.13	BCAS1	21	3.044522437723423	10
ENSG00000064886.13	CHI3L2	4	1.3862943611198906	4
ENSG00000064989.12	CALCRL	4	1.3862943611198906	4
ENSG00000065057.7	NTHL1	251	5.5254529391317835	18
ENSG00000065328.16	MCM10	150	5.0106352940962555	17
ENSG00000065413.19	ANKRD44	77	4.343805421853684	14
ENSG00000065457.10	ADAT1	143	4.962844630259907	17
ENSG00000065485.19	PDIA5	253	5.53338948872752	18
ENSG00000065600.12	TMEM206	251	5.5254529391317835	18
ENSG00000065615.13	CYB5R4	240	5.480638923341991	18
ENSG00000065618.19	COL17A1	20	2.995732273553991	10
ENSG00000065675.14	PRKCQ	6	1.791759469228055	6
ENSG00000065833.8	ME1	49	3.8918202981106265	13
ENSG00000065923.9	SLC9A7	164	5.099866427824199	17
ENSG00000065989.15	PDE4A	234	5.455321115357702	18
ENSG00000066032.18	CTNNA2	83	4.418840607796598	15
ENSG00000066056.13	TIE1	16	2.772588722239781	9
ENSG00000066185.12	ZMYND12	34	3.5263605246161616	12
ENSG00000066230.11	SLC9A3	68	4.219507705176107	14
ENSG00000066248.14	NGEF	139	4.9344739331306915	16
ENSG00000066294.14	CD84	179	5.187385805840755	17
ENSG00000066336.11	SPI1	89	4.48863636973214	15
ENSG00000066379.14	ZNRD1	208	5.337538079701318	18
ENSG00000066382.16	MPPED2	201	5.303304908059076	18
ENSG00000066651.19	TRMT11	251	5.5254529391317835	18
ENSG00000066735.14	KIF26A	195	5.272999558563747	18
ENSG00000066827.15	ZFAT	218	5.384495062789089	18
ENSG00000066923.17	STAG3	174	5.159055299214529	17
ENSG00000067113.16	PLPP1	97	4.574710978503383	15
ENSG00000067177.14	PHKA1	84	4.430816798843313	15
ENSG00000067191.15	CACNB1	162	5.087596335232384	17
ENSG00000067221.13	STOML1	122	4.804021044733257	16
ENSG00000067365.14	METTL22	228	5.429345628954441	18
ENSG00000067601.7	PMS2P4	20	2.995732273553991	10
ENSG00000067715.13	SYT1	29	3.367295829986474	11
ENSG00000067798.15	NAV3	8	2.0794415416798357	7
ENSG00000067829.18	IDH3G	208	5.337538079701318	18
ENSG00000067840.12	PDZD4	5	1.6094379124341003	5
ENSG00000067992.13	PDK3	49	3.8918202981106265	13
ENSG00000068028.17	RASSF1	210	5.3471075307174685	18
ENSG00000068079.7	IFI35	155	5.043425116919247	17
ENSG00000068097.14	HEATR6	254	5.537334267018537	18
ENSG00000068354.15	TBC1D25	210	5.3471075307174685	18
ENSG00000068394.10	GPKOW	159	5.0689042022202315	17
ENSG00000068438.14	FTSJ1	225	5.41610040220442	18
ENSG00000068615.18	REEP1	15	2.70805020110221	9
ENSG00000068784.12	SRBD1	226	5.420534999272286	18
ENSG00000068831.18	RASGRP2	19	2.9444389791664403	10
ENSG00000068976.13	PYGM	96	4.564348191467836	15
ENSG00000069020.18	MAST4	130	4.867534450455582	16
ENSG00000069122.18	ADGRF5	13	2.5649493574615367	8
ENSG00000069188.16	SDK2	224	5.4116460518550396	18
ENSG00000069482.6	GAL	5	1.6094379124341003	5
ENSG00000069493.14	CLEC2D	182	5.204006687076795	17
ENSG00000069509.5	FUNDC1	97	4.574710978503383	15
ENSG00000069535.13	MAOB	10	2.302585092994046	7
ENSG00000069667.15	RORA	13	2.5649493574615367	8
ENSG00000069696.6	DRD4	50	3.912023005428146	13
ENSG00000069869.16	NEDD4	33	3.4965075614664802	11
ENSG00000069943.9	PIGB	135	4.90527477843843	16
ENSG00000069998.12	HDHD5	237	5.4680601411351315	18
ENSG00000070182.20	SPTB	60	4.0943445622221	14
ENSG00000070371.15	CLTCL1	44	3.784189633918261	12
ENSG00000070601.9	FRMPD1	40	3.6888794541139363	12
ENSG00000070669.16	ASNS	57	4.04305126783455	13
ENSG00000070729.13	CNGB1	60	4.0943445622221	14
ENSG00000070731.10	ST6GALNAC2	152	5.0238805208462765	17
ENSG00000070759.16	TESK2	76	4.330733340286331	14
ENSG00000070785.16	EIF2B3	141	4.948759890378168	16
ENSG00000070808.15	CAMK2A	11	2.3978952727983707	8
ENSG00000070915.9	SLC12A3	6	1.791759469228055	6
ENSG00000070985.13	TRPM5	102	4.624972813284271	15
ENSG00000071205.11	ARHGAP10	45	3.8066624897703196	13
ENSG00000071246.10	VASH1	206	5.327876168789581	18
ENSG00000071282.11	LMCD1	206	5.327876168789581	18
ENSG00000071539.13	TRIP13	171	5.14166355650266	17
ENSG00000072041.16	SLC6A15	12	2.4849066497880004	8
ENSG00000072133.10	RPS6KA6	41	3.713572066704308	12
ENSG00000072163.19	LIMS2	244	5.497168225293202	18
ENSG00000072182.12	ASIC4	13	2.5649493574615367	8
ENSG00000072201.13	LNX1	164	5.099866427824199	17
ENSG00000072571.19	HMMR	167	5.117993812416755	17
ENSG00000072657.8	TRHDE	4	1.3862943611198906	4
ENSG00000072694.20	FCGR2B	33	3.4965075614664802	11
ENSG00000072818.11	ACAP1	8	2.0794415416798357	7
ENSG00000072832.14	CRMP1	25	3.2188758248682006	11
ENSG00000072864.14	NDE1	243	5.493061443340548	18
